1.065500,0.382795,0.385576
1.212220,0.404466,-0.474284
1.213450,0.404485,-0.494060
1.203070,0.404487,-0.496574
1.199450,0.398505,-0.474787
0.718028,0.386660,-0.580983
0.718896,0.386674,-0.594935
0.694476,0.392630,-0.592180
0.698216,0.386658,-0.579670
0.313218,0.283171,-0.619339
0.319855,0.289148,-0.635149
0.307807,0.283193,-0.641687
0.302858,0.283176,-0.624515
0.241791,0.384660,0.331075
0.242698,0.378722,0.308359
0.230656,0.378721,0.308079
0.230745,0.384658,0.331765
0.990843,0.406765,0.433248
0.993083,0.400817,0.420417
0.970330,0.400820,0.415985
0.969151,0.406768,0.428923
0.337976,0.302981,-0.609432
0.332740,0.261202,-0.554127
0.325918,0.207505,-0.501335
0.318055,0.171679,-0.438836
0.308489,0.135845,-0.367572
0.302288,0.117893,-0.297695
0.293703,0.123769,-0.213399
0.289782,0.141583,-0.146266
0.286727,0.165357,-0.078765
0.283988,0.195097,-0.015931
0.281197,0.224824,0.059396
0.278962,0.260514,0.132370
0.276793,0.290259,0.189048
0.277798,0.325951,0.260286
0.277875,0.361646,0.328864
0.397066,0.314890,-0.593600
0.390511,0.255232,-0.541060
0.386451,0.207500,-0.492980
0.379872,0.171675,-0.430727
0.371051,0.136144,-0.356619
0.361952,0.118198,-0.292263
0.349037,0.112152,-0.207725
0.345806,0.129960,-0.134601
0.341221,0.147771,-0.064673
0.337931,0.171464,-0.001363
0.331446,0.201193,0.072284
0.329541,0.236882,0.145560
0.328772,0.260667,0.202714
0.325382,0.296359,0.273315
0.326351,0.332051,0.344238
0.456533,0.323298,-0.578547
0.453025,0.269608,-0.533017
0.447285,0.209953,-0.482707
0.439844,0.168166,-0.419453
0.431718,0.132330,-0.346869
0.423508,0.114387,-0.285973
0.413319,0.114305,-0.204009
0.405607,0.114230,-0.129037
0.395889,0.137999,-0.057044
0.396369,0.155815,0.008806
0.387869,0.185541,0.084620
0.388128,0.209313,0.154830
0.379770,0.233090,0.218571
0.378816,0.268784,0.288079
0.376810,0.304477,0.357611
0.525868,0.327350,-0.562907
0.521016,0.267701,-0.518938
0.512359,0.208048,-0.471447
0.505604,0.172228,-0.413858
0.493302,0.130431,-0.340569
