1.049270,0.519330,-0.339320
0.428848,0.425739,-0.341559
0.406979,0.430707,-0.336128
0.410530,0.427128,-0.319009
0.429966,0.422032,-0.323820
0.388029,0.316912,0.209425
0.371340,0.323019,0.209387
0.369565,0.319274,0.227314
0.386409,0.318900,0.229056
1.129310,0.374145,0.216019
1.111210,0.374498,0.214386
1.110840,0.370444,0.233785
1.127950,0.376141,0.235611
1.091370,0.545803,-0.339297
1.075970,0.545506,-0.337828
1.078840,0.541660,-0.319431
1.091630,0.547814,-0.319779
0.359190,0.380185,-0.285907
0.349851,0.310074,-0.265704
0.344832,0.239283,-0.241307
0.339458,0.182791,-0.194616
0.345533,0.164326,-0.122254
0.352583,0.182386,-0.051185
0.366705,0.212990,0.017699
0.381380,0.242851,0.090920
0.401532,0.274487,0.154160
0.408905,0.299265,0.221365
0.395050,0.286735,0.293254
0.379291,0.272552,0.374618
0.368721,0.265881,0.447795
0.357765,0.270674,0.524621
0.346673,0.270276,0.596466
0.410856,0.371835,-0.304696
0.400288,0.295906,-0.285900
0.394405,0.229753,-0.253368
0.395215,0.177878,-0.198022
0.397838,0.153088,-0.124253
0.404881,0.164485,-0.049624
0.409525,0.183337,0.016714
0.424978,0.218626,0.093584
0.444249,0.250138,0.157495
0.450366,0.268582,0.226279
0.437754,0.256048,0.298261
0.416474,0.247879,0.379515
0.401518,0.241494,0.450782
0.394062,0.245835,0.530428
0.389725,0.246411,0.597006
0.458659,0.352359,-0.329340
0.448765,0.281293,-0.303628
0.447691,0.219992,-0.263881
0.446703,0.172972,-0.201717
0.452916,0.148408,-0.129053
0.457032,0.147373,-0.052647
0.463318,0.159231,0.019269
0.477468,0.189021,0.092876
0.491303,0.220360,0.157477
0.496065,0.231169,0.235391
0.483526,0.225091,0.305013
0.468900,0.211338,0.383952
0.457997,0.211007,0.455415
0.449686,0.215081,0.536566
0.445019,0.221384,0.604992
0.509508,0.338788,-0.352977
0.504324,0.272342,-0.318708
0.509308,0.215383,-0.268718
0.509510,0.173770,-0.202758
0.511719,0.150020,-0.135044
0.513593,0.136596,-0.057074
0.520407,0.135641,0.019018
0.531763,0.153010,0.094343
0.548945,0.183898,0.161750
0.548849,0.188983,0.237503
0.537166,0.188594,0.309260
0.522184,0.180586,0.389942
0.514959,0.179776,0.464394
0.511924,0.190722,0.541065
0.511813,0.195868,0.616465
0.569993,0.324549,-0.372190
0.561943,0.262655,-0.329400
0.571152,0.210250,-0.270501
0.572062,0.180004,-0.200267
0.574697,0.156299,-0.132786
0.578549,0.131344,-0.057990
0.580965,0.119493,0.010884
0.583605,0.123376,0.093767
