-0.318261,-0.734480,-0.505796
-0.315058,-0.753044,-0.488373
-0.315812,-0.761954,-0.461683
-0.342082,-0.767874,-0.459302
-0.347962,-0.758246,-0.487251
-0.338056,-0.745803,-0.488146
0.260495,-0.704395,-0.522341
0.259992,-0.708398,-0.510330
0.260120,-0.709835,-0.487283
0.285656,-0.707917,-0.477629
0.294113,-0.703274,-0.492608
0.298463,-0.702513,-0.514234
-0.295674,-0.623515,0.624559
-0.301824,-0.626371,0.596348
-0.307547,-0.639600,0.580260
-0.317646,-0.626341,0.560811
-0.341876,-0.641101,0.551754
-0.310221,-0.606416,0.613019
-0.331535,-0.619209,0.597702
-0.351921,-0.641200,0.572159
0.188905,-0.725156,0.656884
0.185730,-0.738074,0.639531
0.175571,-0.751470,0.624528
0.153960,-0.750896,0.625690
0.135820,-0.748741,0.640448
0.124943,-0.734730,0.656408
0.166369,-0.725725,0.661580
0.152957,-0.728536,0.652975
0.135840,-0.729673,0.658645
